employee_id,employee_name,gender,usia,rentang_usia,lama_bekerja_tahun,level_jabatan,department_name,kpi_category,avg_kpi_value,jumlah_evaluasi,jumlah_proyek,kpi_target,persen_tercapai,cluster
44,Putri Utama,F,36,30-40,6,Manager,Human Resources,Efficiency,90.71428571428571,7,4,80.0,113.39285714285714,0
44,Putri Utama,F,36,30-40,6,Manager,Human Resources,Finance,88.07000000000001,8,5,82.0,107.40243902439025,0
44,Putri Utama,F,36,30-40,6,Manager,Human Resources,HR,91.0529411764706,17,7,88.0,103.46925133689841,0
44,Putri Utama,F,36,30-40,6,Manager,Human Resources,Innovation,87.855,6,5,72.0,120.0,0
44,Putri Utama,F,36,30-40,6,Manager,Human Resources,Performance,91.32333333333334,6,5,80.0,114.15416666666667,0
44,Putri Utama,F,36,30-40,6,Manager,Human Resources,Project,89.88,8,6,78.0,115.23076923076923,0
44,Putri Utama,F,36,30-40,6,Manager,Human Resources,Quality,87.98818181818181,22,7,85.0,103.51550802139037,0
44,Putri Utama,F,36,30-40,6,Manager,Human Resources,Teamwork,90.96777777777778,9,6,83.0,109.59973226238289,0
44,Putri Utama,F,36,30-40,6,Manager,Human Resources,Technical,88.955,4,4,82.0,108.48170731707317,0
44,Putri Utama,F,36,30-40,6,Manager,Human Resources,Time Management,89.31714285714285,7,6,80.0,111.64642857142857,0
45,Chandra Pratama,F,30,20-30,2,Staff,Finance,Attendance,71.85,4,4,90.0,79.83333333333333,1
45,Chandra Pratama,F,30,20-30,2,Staff,Finance,Development,64.835,6,6,75.0,86.44666666666666,1
45,Chandra Pratama,F,30,20-30,2,Staff,Finance,Efficiency,64.67500000000001,4,3,80.0,80.84375000000001,1
45,Chandra Pratama,F,30,20-30,2,Staff,Finance,Finance,62.784285714285716,7,6,82.0,76.56620209059234,1
45,Chandra Pratama,F,30,20-30,2,Staff,Finance,HR,66.95727272727272,11,6,88.0,76.08780991735536,1
45,Chandra Pratama,F,30,20-30,2,Staff,Finance,Innovation,62.772000000000006,5,4,72.0,87.18333333333334,1
45,Chandra Pratama,F,30,20-30,2,Staff,Finance,Performance,70.195,4,4,80.0,87.74374999999999,1
45,Chandra Pratama,F,30,20-30,2,Staff,Finance,Project,65.03,6,5,78.0,83.37179487179488,1
45,Chandra Pratama,F,30,20-30,2,Staff,Finance,Quality,65.715,14,7,85.0,77.31176470588235,1
45,Chandra Pratama,F,30,20-30,2,Staff,Finance,Teamwork,67.166,5,5,83.0,80.92289156626505,1
45,Chandra Pratama,F,30,20-30,2,Staff,Finance,Technical,63.0575,4,4,82.0,76.89939024390245,1
45,Chandra Pratama,F,30,20-30,2,Staff,Finance,Time Management,62.3575,4,3,80.0,77.946875,1
46,Gita Hidayat,M,32,30-40,10,Manager,IT,Attendance,98.0,6,5,90.0,108.88888888888889,0
46,Gita Hidayat,M,32,30-40,10,Manager,IT,Development,98.0,4,3,75.0,120.0,0
46,Gita Hidayat,M,32,30-40,10,Manager,IT,Efficiency,98.0,6,5,80.0,120.0,0
46,Gita Hidayat,M,32,30-40,10,Manager,IT,Finance,96.90833333333335,6,5,82.0,118.1808943089431,0
46,Gita Hidayat,M,32,30-40,10,Manager,IT,HR,98.0,11,6,88.0,111.36363636363636,0
46,Gita Hidayat,M,32,30-40,10,Manager,IT,Innovation,97.22,5,5,72.0,120.0,0
46,Gita Hidayat,M,32,30-40,10,Manager,IT,Performance,97.68,9,5,80.0,120.0,0
46,Gita Hidayat,M,32,30-40,10,Manager,IT,Project,97.93111111111111,9,6,78.0,120.0,0
46,Gita Hidayat,M,32,30-40,10,Manager,IT,Quality,97.7257894736842,19,8,85.0,114.97151702786377,0
46,Gita Hidayat,M,32,30-40,10,Manager,IT,Teamwork,98.0,7,3,83.0,118.07228915662651,0
46,Gita Hidayat,M,32,30-40,10,Manager,IT,Technical,98.0,6,5,82.0,119.51219512195122,0
46,Gita Hidayat,M,32,30-40,10,Manager,IT,Time Management,97.86714285714287,7,6,80.0,120.0,0
47,Oscar Pratama,F,25,20-30,2,Staff,Marketing,Attendance,66.66499999999999,2,2,90.0,74.07222222222221,1
47,Oscar Pratama,F,25,20-30,2,Staff,Marketing,Development,61.25599999999999,5,4,75.0,81.67466666666665,1
47,Oscar Pratama,F,25,20-30,2,Staff,Marketing,Efficiency,67.934,5,5,80.0,84.91749999999999,1
47,Oscar Pratama,F,25,20-30,2,Staff,Marketing,Finance,66.03666666666668,3,2,82.0,80.53252032520327,1
47,Oscar Pratama,F,25,20-30,2,Staff,Marketing,HR,64.83444444444444,9,6,88.0,73.67550505050505,1
47,Oscar Pratama,F,25,20-30,2,Staff,Marketing,Innovation,60.66799999999999,5,5,72.0,84.2611111111111,1
47,Oscar Pratama,F,25,20-30,2,Staff,Marketing,Performance,63.35999999999999,3,3,80.0,79.19999999999999,1
47,Oscar Pratama,F,25,20-30,2,Staff,Marketing,Project,66.72,3,2,78.0,85.53846153846153,1
47,Oscar Pratama,F,25,20-30,2,Staff,Marketing,Quality,63.998823529411766,17,6,85.0,75.29273356401384,1
47,Oscar Pratama,F,25,20-30,2,Staff,Marketing,Teamwork,68.09666666666668,3,2,83.0,82.04417670682733,1
47,Oscar Pratama,F,25,20-30,2,Staff,Marketing,Technical,64.35,4,3,82.0,78.47560975609755,1
47,Oscar Pratama,F,25,20-30,2,Staff,Marketing,Time Management,66.20285714285714,7,5,80.0,82.75357142857142,1
48,Ivan Hidayat,M,25,20-30,2,Staff,Procurement,Attendance,64.90833333333333,6,4,90.0,72.12037037037037,1
48,Ivan Hidayat,M,25,20-30,2,Staff,Procurement,Development,57.76,7,5,75.0,77.01333333333334,1
48,Ivan Hidayat,M,25,20-30,2,Staff,Procurement,Efficiency,62.54875,8,5,80.0,78.1859375,1
48,Ivan Hidayat,M,25,20-30,2,Staff,Procurement,Finance,57.323750000000004,8,7,82.0,69.90701219512195,1
48,Ivan Hidayat,M,25,20-30,2,Staff,Procurement,HR,62.15333333333333,15,8,88.0,70.62878787878788,1
48,Ivan Hidayat,M,25,20-30,2,Staff,Procurement,Innovation,58.35857142857143,7,5,72.0,81.05357142857143,1
48,Ivan Hidayat,M,25,20-30,2,Staff,Procurement,Performance,61.57666666666666,3,2,80.0,76.97083333333333,1
48,Ivan Hidayat,M,25,20-30,2,Staff,Procurement,Project,61.70666666666667,6,5,78.0,79.11111111111111,1
48,Ivan Hidayat,M,25,20-30,2,Staff,Procurement,Quality,59.5635,20,6,85.0,70.07470588235293,1
48,Ivan Hidayat,M,25,20-30,2,Staff,Procurement,Teamwork,63.5275,8,6,83.0,76.53915662650603,1
48,Ivan Hidayat,M,25,20-30,2,Staff,Procurement,Technical,61.99,4,3,82.0,75.59756097560975,1
48,Ivan Hidayat,M,25,20-30,2,Staff,Procurement,Time Management,59.55,8,6,80.0,74.4375,1
49,Citra Anggraini,F,25,20-30,1,Staff,Research & Development,Attendance,57.385714285714286,7,5,90.0,63.76190476190476,1
49,Citra Anggraini,F,25,20-30,1,Staff,Research & Development,Development,48.22,11,7,75.0,64.29333333333334,1
49,Citra Anggraini,F,25,20-30,1,Staff,Research & Development,Efficiency,54.31428571428571,7,6,80.0,67.89285714285714,1
49,Citra Anggraini,F,25,20-30,1,Staff,Research & Development,Finance,48.848571428571425,7,6,82.0,59.57142857142856,1
49,Citra Anggraini,F,25,20-30,1,Staff,Research & Development,HR,55.48615384615385,13,7,88.0,63.05244755244755,1
49,Citra Anggraini,F,25,20-30,1,Staff,Research & Development,Innovation,51.47833333333333,6,5,72.0,71.49768518518518,1
49,Citra Anggraini,F,25,20-30,1,Staff,Research & Development,Performance,52.80833333333334,6,4,80.0,66.01041666666667,1
49,Citra Anggraini,F,25,20-30,1,Staff,Research & Development,Project,54.644285714285715,7,5,78.0,70.05677655677655,1
49,Citra Anggraini,F,25,20-30,1,Staff,Research & Development,Quality,49.682105263157894,19,8,85.0,58.44953560371517,1
49,Citra Anggraini,F,25,20-30,1,Staff,Research & Development,Teamwork,54.787,10,8,83.0,66.00843373493976,1
49,Citra Anggraini,F,25,20-30,1,Staff,Research & Development,Technical,55.138571428571424,7,4,82.0,67.24216027874564,1
49,Citra Anggraini,F,25,20-30,1,Staff,Research & Development,Time Management,50.48,8,6,80.0,63.1,1
50,Hendra Hidayat,F,27,20-30,1,Staff,Research & Development,Attendance,55.345555555555556,9,6,90.0,61.495061728395065,1
50,Hendra Hidayat,F,27,20-30,1,Staff,Research & Development,Development,46.86857142857143,7,4,75.0,62.49142857142858,1
50,Hendra Hidayat,F,27,20-30,1,Staff,Research & Development,Efficiency,50.54333333333333,3,3,80.0,63.17916666666666,1
50,Hendra Hidayat,F,27,20-30,1,Staff,Research & Development,Finance,49.71857142857142,7,6,82.0,60.63240418118466,1
50,Hendra Hidayat,F,27,20-30,1,Staff,Research & Development,HR,54.52272727272727,11,6,88.0,61.95764462809917,1
50,Hendra Hidayat,F,27,20-30,1,Staff,Research & Development,Innovation,49.424,10,6,72.0,68.64444444444445,1
50,Hendra Hidayat,F,27,20-30,1,Staff,Research & Development,Performance,52.11166666666666,6,5,80.0,65.13958333333332,1
50,Hendra Hidayat,F,27,20-30,1,Staff,Research & Development,Project,47.49875,8,6,78.0,60.895833333333336,1
50,Hendra Hidayat,F,27,20-30,1,Staff,Research & Development,Quality,50.42478260869565,23,7,85.0,59.323273657289,1
50,Hendra Hidayat,F,27,20-30,1,Staff,Research & Development,Teamwork,52.59285714285714,7,5,83.0,63.36488812392426,1
50,Hendra Hidayat,F,27,20-30,1,Staff,Research & Development,Technical,50.94375,8,5,82.0,62.1265243902439,1
50,Hendra Hidayat,F,27,20-30,1,Staff,Research & Development,Time Management,50.804,5,3,80.0,63.50500000000001,1
51,Miko Susanto,F,25,20-30,2,Staff,Design,Attendance,68.75285714285714,7,5,90.0,76.39206349206349,1
51,Miko Susanto,F,25,20-30,2,Staff,Design,Development,60.249,10,6,75.0,80.33200000000001,1
51,Miko Susanto,F,25,20-30,2,Staff,Design,Efficiency,65.045,4,4,80.0,81.30625,1
51,Miko Susanto,F,25,20-30,2,Staff,Design,Finance,59.095,6,4,82.0,72.0670731707317,1
51,Miko Susanto,F,25,20-30,2,Staff,Design,HR,66.38833333333334,12,6,88.0,75.44128787878789,1
51,Miko Susanto,F,25,20-30,2,Staff,Design,Innovation,59.30800000000001,5,4,72.0,82.37222222222223,1
51,Miko Susanto,F,25,20-30,2,Staff,Design,Performance,64.10666666666667,6,5,80.0,80.13333333333334,1
51,Miko Susanto,F,25,20-30,2,Staff,Design,Project,62.057500000000005,4,4,78.0,79.56089743589743,1
51,Miko Susanto,F,25,20-30,2,Staff,Design,Quality,62.46047619047619,21,6,85.0,73.48291316526611,1
51,Miko Susanto,F,25,20-30,2,Staff,Design,Teamwork,67.104,5,4,83.0,80.84819277108433,1
51,Miko Susanto,F,25,20-30,2,Staff,Design,Technical,67.64,7,6,82.0,82.48780487804878,1
51,Miko Susanto,F,25,20-30,2,Staff,Design,Time Management,64.86833333333333,6,6,80.0,81.08541666666665,1
52,Umar Ardiansyah,F,23,20-30,5,Staff,Operations,Attendance,72.16857142857143,7,7,90.0,80.18730158730158,1
52,Umar Ardiansyah,F,23,20-30,5,Staff,Operations,Development,62.092222222222226,9,7,75.0,82.78962962962963,1
52,Umar Ardiansyah,F,23,20-30,5,Staff,Operations,Efficiency,69.61555555555555,9,6,80.0,87.01944444444443,1
52,Umar Ardiansyah,F,23,20-30,5,Staff,Operations,Finance,66.202,5,3,82.0,80.73414634146341,1
52,Umar Ardiansyah,F,23,20-30,5,Staff,Operations,HR,67.5776923076923,13,7,88.0,76.79283216783216,1
52,Umar Ardiansyah,F,23,20-30,5,Staff,Operations,Innovation,62.574999999999996,6,5,72.0,86.90972222222223,1
52,Umar Ardiansyah,F,23,20-30,5,Staff,Operations,Performance,65.76818181818182,11,6,80.0,82.21022727272728,1
52,Umar Ardiansyah,F,23,20-30,5,Staff,Operations,Project,67.94500000000001,6,6,78.0,87.10897435897436,1
52,Umar Ardiansyah,F,23,20-30,5,Staff,Operations,Quality,66.0103125,32,8,85.0,77.65919117647059,1
52,Umar Ardiansyah,F,23,20-30,5,Staff,Operations,Teamwork,65.1425,12,7,83.0,78.48493975903614,1
52,Umar Ardiansyah,F,23,20-30,5,Staff,Operations,Technical,69.63,5,4,82.0,84.91463414634147,1
52,Umar Ardiansyah,F,23,20-30,5,Staff,Operations,Time Management,65.41181818181818,11,7,80.0,81.76477272727273,1
53,Chandra Utama,F,42,40-50,8,Senior Manager,Design,Attendance,98.0,7,6,90.0,108.88888888888889,0
53,Chandra Utama,F,42,40-50,8,Senior Manager,Design,Development,97.92555555555556,9,7,75.0,120.0,0
53,Chandra Utama,F,42,40-50,8,Senior Manager,Design,Efficiency,98.0,8,6,80.0,120.0,0
53,Chandra Utama,F,42,40-50,8,Senior Manager,Design,Finance,97.76625,8,6,82.0,119.22713414634147,0
53,Chandra Utama,F,42,40-50,8,Senior Manager,Design,HR,98.0,10,6,88.0,111.36363636363636,0
53,Chandra Utama,F,42,40-50,8,Senior Manager,Design,Innovation,97.135,4,4,72.0,120.0,0
53,Chandra Utama,F,42,40-50,8,Senior Manager,Design,Performance,97.76142857142858,7,6,80.0,120.0,0
53,Chandra Utama,F,42,40-50,8,Senior Manager,Design,Project,98.0,5,5,78.0,120.0,0
53,Chandra Utama,F,42,40-50,8,Senior Manager,Design,Quality,97.69105263157896,19,7,85.0,114.93065015479877,0
53,Chandra Utama,F,42,40-50,8,Senior Manager,Design,Teamwork,98.0,9,6,83.0,118.07228915662651,0
53,Chandra Utama,F,42,40-50,8,Senior Manager,Design,Technical,98.0,3,2,82.0,119.51219512195122,0
53,Chandra Utama,F,42,40-50,8,Senior Manager,Design,Time Management,98.0,8,6,80.0,120.0,0
54,Nina Nugroho,F,42,40-50,12,Director,Research & Development,Attendance,98.0,10,6,90.0,108.88888888888889,0
54,Nina Nugroho,F,42,40-50,12,Director,Research & Development,Development,98.0,6,4,75.0,120.0,0
54,Nina Nugroho,F,42,40-50,12,Director,Research & Development,Efficiency,98.0,12,8,80.0,120.0,0
54,Nina Nugroho,F,42,40-50,12,Director,Research & Development,Finance,98.0,7,6,82.0,119.51219512195122,0
54,Nina Nugroho,F,42,40-50,12,Director,Research & Development,HR,98.0,14,8,88.0,111.36363636363636,0
54,Nina Nugroho,F,42,40-50,12,Director,Research & Development,Innovation,98.0,7,4,72.0,120.0,0
54,Nina Nugroho,F,42,40-50,12,Director,Research & Development,Performance,98.0,5,4,80.0,120.0,0
54,Nina Nugroho,F,42,40-50,12,Director,Research & Development,Project,98.0,11,8,78.0,120.0,0
54,Nina Nugroho,F,42,40-50,12,Director,Research & Development,Quality,98.0,30,8,85.0,115.29411764705883,0
54,Nina Nugroho,F,42,40-50,12,Director,Research & Development,Teamwork,98.0,12,7,83.0,118.07228915662651,0
54,Nina Nugroho,F,42,40-50,12,Director,Research & Development,Technical,98.0,9,6,82.0,119.51219512195122,0
54,Nina Nugroho,F,42,40-50,12,Director,Research & Development,Time Management,98.0,5,4,80.0,120.0,0
55,Galih Wibowo,F,31,30-40,3,Staff,Finance,Attendance,67.98375,8,7,90.0,75.5375,1
55,Galih Wibowo,F,31,30-40,3,Staff,Finance,Development,62.150000000000006,9,7,75.0,82.86666666666667,1
55,Galih Wibowo,F,31,30-40,3,Staff,Finance,Efficiency,64.52333333333333,6,3,80.0,80.65416666666667,1
55,Galih Wibowo,F,31,30-40,3,Staff,Finance,Finance,60.26875,8,5,82.0,73.4984756097561,1
55,Galih Wibowo,F,31,30-40,3,Staff,Finance,HR,65.93666666666667,15,7,88.0,74.92803030303031,1
55,Galih Wibowo,F,31,30-40,3,Staff,Finance,Innovation,62.684285714285714,7,5,72.0,87.06150793650794,1
55,Galih Wibowo,F,31,30-40,3,Staff,Finance,Performance,66.30888888888889,9,6,80.0,82.8861111111111,1
55,Galih Wibowo,F,31,30-40,3,Staff,Finance,Project,65.19636363636363,11,7,78.0,83.58508158508158,1
55,Galih Wibowo,F,31,30-40,3,Staff,Finance,Quality,62.510799999999996,25,7,85.0,73.54211764705882,1
55,Galih Wibowo,F,31,30-40,3,Staff,Finance,Teamwork,68.43166666666667,6,6,83.0,82.44779116465864,1
55,Galih Wibowo,F,31,30-40,3,Staff,Finance,Technical,62.99636363636364,11,7,82.0,76.82483370288249,1
55,Galih Wibowo,F,31,30-40,3,Staff,Finance,Time Management,67.01375,8,5,80.0,83.7671875,1
56,Umar Kusuma,M,34,30-40,9,Manager,Marketing,Attendance,97.602,5,4,90.0,108.44666666666667,0
56,Umar Kusuma,M,34,30-40,9,Manager,Marketing,Development,92.81142857142858,7,6,75.0,120.0,0
56,Umar Kusuma,M,34,30-40,9,Manager,Marketing,Efficiency,97.07222222222222,9,7,80.0,120.0,0
56,Umar Kusuma,M,34,30-40,9,Manager,Marketing,Finance,96.19,6,5,82.0,117.3048780487805,0
56,Umar Kusuma,M,34,30-40,9,Manager,Marketing,HR,97.055,18,7,88.0,110.28977272727273,0
56,Umar Kusuma,M,34,30-40,9,Manager,Marketing,Innovation,95.368,5,4,72.0,120.0,0
56,Umar Kusuma,M,34,30-40,9,Manager,Marketing,Performance,97.5175,8,4,80.0,120.0,0
56,Umar Kusuma,M,34,30-40,9,Manager,Marketing,Project,96.51599999999999,5,4,78.0,120.0,0
56,Umar Kusuma,M,34,30-40,9,Manager,Marketing,Quality,95.6676923076923,26,8,85.0,112.55022624434389,0
56,Umar Kusuma,M,34,30-40,9,Manager,Marketing,Teamwork,98.0,7,5,83.0,118.07228915662651,0
56,Umar Kusuma,M,34,30-40,9,Manager,Marketing,Technical,94.56,4,4,82.0,115.3170731707317,0
56,Umar Kusuma,M,34,30-40,9,Manager,Marketing,Time Management,96.92384615384616,13,7,80.0,120.0,0
57,Fitri Nugroho,F,29,20-30,5,Staff,Research & Development,Attendance,77.67166666666667,6,5,90.0,86.30185185185185,1
57,Fitri Nugroho,F,29,20-30,5,Staff,Research & Development,Development,68.01875,8,5,75.0,90.69166666666666,1
57,Fitri Nugroho,F,29,20-30,5,Staff,Research & Development,Efficiency,71.72500000000001,6,6,80.0,89.65625000000001,1
57,Fitri Nugroho,F,29,20-30,5,Staff,Research & Development,Finance,72.02142857142857,7,5,82.0,87.83101045296166,1
57,Fitri Nugroho,F,29,20-30,5,Staff,Research & Development,HR,73.083,10,6,88.0,83.04886363636363,1
57,Fitri Nugroho,F,29,20-30,5,Staff,Research & Development,Innovation,65.92750000000001,4,3,72.0,91.56597222222223,1
57,Fitri Nugroho,F,29,20-30,5,Staff,Research & Development,Performance,72.56142857142858,7,5,80.0,90.70178571428572,1
57,Fitri Nugroho,F,29,20-30,5,Staff,Research & Development,Project,72.774,5,3,78.0,93.3,1
57,Fitri Nugroho,F,29,20-30,5,Staff,Research & Development,Quality,70.77894736842104,19,8,85.0,83.26934984520122,1
57,Fitri Nugroho,F,29,20-30,5,Staff,Research & Development,Teamwork,78.322,5,3,83.0,94.36385542168675,1
57,Fitri Nugroho,F,29,20-30,5,Staff,Research & Development,Technical,70.894,5,5,82.0,86.45609756097562,1
57,Fitri Nugroho,F,29,20-30,5,Staff,Research & Development,Time Management,66.53,4,4,80.0,83.1625,1
58,Andi Sanjaya,M,28,20-30,4,Staff,Human Resources,Attendance,70.15875,8,7,90.0,77.95416666666667,1
58,Andi Sanjaya,M,28,20-30,4,Staff,Human Resources,Development,64.30428571428571,7,6,75.0,85.73904761904762,1
58,Andi Sanjaya,M,28,20-30,4,Staff,Human Resources,Efficiency,67.71000000000001,5,4,80.0,84.63750000000002,1
58,Andi Sanjaya,M,28,20-30,4,Staff,Human Resources,Finance,64.275,4,4,82.0,78.38414634146342,1
58,Andi Sanjaya,M,28,20-30,4,Staff,Human Resources,HR,66.28,11,6,88.0,75.31818181818181,1
58,Andi Sanjaya,M,28,20-30,4,Staff,Human Resources,Innovation,60.277499999999996,8,6,72.0,83.71875,1
58,Andi Sanjaya,M,28,20-30,4,Staff,Human Resources,Performance,62.79200000000001,5,4,80.0,78.49000000000001,1
58,Andi Sanjaya,M,28,20-30,4,Staff,Human Resources,Project,62.72666666666667,3,2,78.0,80.41880341880342,1
58,Andi Sanjaya,M,28,20-30,4,Staff,Human Resources,Quality,62.59875,16,7,85.0,73.64558823529411,1
58,Andi Sanjaya,M,28,20-30,4,Staff,Human Resources,Teamwork,68.424,5,4,83.0,82.43855421686747,1
58,Andi Sanjaya,M,28,20-30,4,Staff,Human Resources,Technical,63.24,3,3,82.0,77.1219512195122,1
58,Andi Sanjaya,M,28,20-30,4,Staff,Human Resources,Time Management,60.06333333333333,3,3,80.0,75.07916666666667,1
59,Putri Anggraini,F,35,30-40,10,Manager,Legal,Attendance,96.5975,8,7,90.0,107.33055555555555,0
59,Putri Anggraini,F,35,30-40,10,Manager,Legal,Development,89.97285714285714,7,6,75.0,119.96380952380952,0
59,Putri Anggraini,F,35,30-40,10,Manager,Legal,Efficiency,90.745,8,8,80.0,113.43125,0
59,Putri Anggraini,F,35,30-40,10,Manager,Legal,Finance,90.93125,8,4,82.0,110.89176829268293,0
59,Putri Anggraini,F,35,30-40,10,Manager,Legal,HR,92.30333333333334,9,7,88.0,104.89015151515152,0
59,Putri Anggraini,F,35,30-40,10,Manager,Legal,Innovation,87.305,8,6,72.0,120.0,0
59,Putri Anggraini,F,35,30-40,10,Manager,Legal,Performance,93.26285714285714,7,7,80.0,116.57857142857142,0
59,Putri Anggraini,F,35,30-40,10,Manager,Legal,Project,94.12285714285714,7,4,78.0,120.0,0
59,Putri Anggraini,F,35,30-40,10,Manager,Legal,Quality,91.56736842105263,19,7,85.0,107.72631578947369,0
59,Putri Anggraini,F,35,30-40,10,Manager,Legal,Teamwork,91.32666666666667,6,5,83.0,110.03212851405621,0
59,Putri Anggraini,F,35,30-40,10,Manager,Legal,Technical,93.52000000000001,2,2,82.0,114.0487804878049,0
59,Putri Anggraini,F,35,30-40,10,Manager,Legal,Time Management,90.814,5,4,80.0,113.5175,0
60,Erik Maharani,F,29,20-30,1,Staff,Procurement,Attendance,50.9,2,2,90.0,56.55555555555556,1
60,Erik Maharani,F,29,20-30,1,Staff,Procurement,Development,48.06333333333333,3,2,75.0,64.08444444444444,1
60,Erik Maharani,F,29,20-30,1,Staff,Procurement,Efficiency,48.90166666666667,6,5,80.0,61.12708333333334,1
60,Erik Maharani,F,29,20-30,1,Staff,Procurement,Finance,43.98333333333333,6,4,82.0,53.638211382113816,1
60,Erik Maharani,F,29,20-30,1,Staff,Procurement,HR,50.63384615384616,13,6,88.0,57.53846153846155,1
60,Erik Maharani,F,29,20-30,1,Staff,Procurement,Innovation,42.858,5,5,72.0,59.52499999999999,1
60,Erik Maharani,F,29,20-30,1,Staff,Procurement,Performance,49.471666666666664,6,5,80.0,61.83958333333332,1
60,Erik Maharani,F,29,20-30,1,Staff,Procurement,Project,49.684285714285714,7,6,78.0,63.6978021978022,1
60,Erik Maharani,F,29,20-30,1,Staff,Procurement,Quality,45.96,21,7,85.0,54.07058823529412,1
60,Erik Maharani,F,29,20-30,1,Staff,Procurement,Teamwork,50.67166666666666,6,4,83.0,61.050200803212846,1
60,Erik Maharani,F,29,20-30,1,Staff,Procurement,Technical,48.174,5,5,82.0,58.74878048780487,1
60,Erik Maharani,F,29,20-30,1,Staff,Procurement,Time Management,47.57,8,6,80.0,59.4625,1
61,Putri Putra,F,31,30-40,7,Senior Staff,Operations,Attendance,76.5575,4,4,90.0,85.06388888888888,1
61,Putri Putra,F,31,30-40,7,Senior Staff,Operations,Development,70.54714285714286,7,4,75.0,94.06285714285715,1
61,Putri Putra,F,31,30-40,7,Senior Staff,Operations,Efficiency,68.21428571428571,7,6,80.0,85.26785714285714,1
61,Putri Putra,F,31,30-40,7,Senior Staff,Operations,Finance,65.0575,8,4,82.0,79.33841463414635,1
61,Putri Putra,F,31,30-40,7,Senior Staff,Operations,HR,66.59375,8,4,88.0,75.6747159090909,1
61,Putri Putra,F,31,30-40,7,Senior Staff,Operations,Innovation,65.56571428571428,7,6,72.0,91.06349206349205,1
61,Putri Putra,F,31,30-40,7,Senior Staff,Operations,Performance,68.52,3,2,80.0,85.65,1
61,Putri Putra,F,31,30-40,7,Senior Staff,Operations,Project,68.78,6,4,78.0,88.17948717948718,1
61,Putri Putra,F,31,30-40,7,Senior Staff,Operations,Quality,67.89818181818181,22,8,85.0,79.88021390374331,1
61,Putri Putra,F,31,30-40,7,Senior Staff,Operations,Teamwork,71.18100000000001,10,6,83.0,85.76024096385544,1
61,Putri Putra,F,31,30-40,7,Senior Staff,Operations,Technical,69.2125,8,5,82.0,84.40548780487806,1
61,Putri Putra,F,31,30-40,7,Senior Staff,Operations,Time Management,71.66600000000001,5,4,80.0,89.58250000000001,1
62,Tono Kusuma,F,23,20-30,3,Staff,Operations,Attendance,67.75,5,4,90.0,75.27777777777777,1
62,Tono Kusuma,F,23,20-30,3,Staff,Operations,Development,61.888,5,4,75.0,82.51733333333334,1
62,Tono Kusuma,F,23,20-30,3,Staff,Operations,Efficiency,65.612,5,4,80.0,82.015,1
62,Tono Kusuma,F,23,20-30,3,Staff,Operations,Finance,64.167,10,7,82.0,78.25243902439024,1
62,Tono Kusuma,F,23,20-30,3,Staff,Operations,HR,70.55571428571429,14,6,88.0,80.17694805194805,1
62,Tono Kusuma,F,23,20-30,3,Staff,Operations,Innovation,58.83125,8,5,72.0,81.71006944444444,1
62,Tono Kusuma,F,23,20-30,3,Staff,Operations,Performance,62.1375,8,6,80.0,77.671875,1
62,Tono Kusuma,F,23,20-30,3,Staff,Operations,Project,62.3125,8,5,78.0,79.88782051282051,1
62,Tono Kusuma,F,23,20-30,3,Staff,Operations,Quality,61.43961538461539,26,8,85.0,72.2819004524887,1
62,Tono Kusuma,F,23,20-30,3,Staff,Operations,Teamwork,67.605,6,4,83.0,81.45180722891567,1
62,Tono Kusuma,F,23,20-30,3,Staff,Operations,Technical,64.536,5,5,82.0,78.70243902439024,1
62,Tono Kusuma,F,23,20-30,3,Staff,Operations,Time Management,64.725,2,2,80.0,80.90624999999999,1
63,Oscar Hidayat,M,24,20-30,3,Staff,Finance,Attendance,67.98833333333333,6,4,90.0,75.54259259259258,1
63,Oscar Hidayat,M,24,20-30,3,Staff,Finance,Development,62.99555555555556,9,8,75.0,83.99407407407409,1
63,Oscar Hidayat,M,24,20-30,3,Staff,Finance,Efficiency,65.94,8,6,80.0,82.425,1
63,Oscar Hidayat,M,24,20-30,3,Staff,Finance,Finance,65.5190909090909,11,7,82.0,79.90133037694014,1
63,Oscar Hidayat,M,24,20-30,3,Staff,Finance,HR,66.67699999999999,20,8,88.0,75.76931818181816,1
63,Oscar Hidayat,M,24,20-30,3,Staff,Finance,Innovation,63.50599999999999,10,6,72.0,88.20277777777777,1
63,Oscar Hidayat,M,24,20-30,3,Staff,Finance,Performance,66.36625,8,7,80.0,82.95781249999999,1
63,Oscar Hidayat,M,24,20-30,3,Staff,Finance,Project,65.63307692307693,13,5,78.0,84.14497041420118,1
63,Oscar Hidayat,M,24,20-30,3,Staff,Finance,Quality,63.08041666666667,24,8,85.0,74.21225490196079,1
63,Oscar Hidayat,M,24,20-30,3,Staff,Finance,Teamwork,68.78099999999999,10,6,83.0,82.86867469879518,1
63,Oscar Hidayat,M,24,20-30,3,Staff,Finance,Technical,66.5109090909091,11,6,82.0,81.1108647450111,1
63,Oscar Hidayat,M,24,20-30,3,Staff,Finance,Time Management,70.8442857142857,7,6,80.0,88.55535714285713,1
64,Chandra Santoso,F,31,30-40,4,Staff,Marketing,Attendance,69.58428571428571,7,4,90.0,77.31587301587302,1
64,Chandra Santoso,F,31,30-40,4,Staff,Marketing,Development,66.825,6,5,75.0,89.1,1
